File Name,Sentence,Mistake Text,Error Message,replacements,Character/ Start Position in Text,Character/ End Position in Text,Error Type,Error Subtype
Closing Plaintiff Civil.docx,beneficial,beneficial,"Wrong adverb used, adverb used instead of adjective or vice-versa",benefit,2345,2354,Syntax,23
Closing Plaintiff Civil.docx,to provide either Ms Pat Brennon or Hannah Gellar with a copy ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,2457,2458,Grammar,40
Closing Plaintiff Civil.docx,Hannah Gellar had maintained the idea of dislike for Mr Talbert,maintained,Confusion between words which sound similar or have a similar spelling,mentioned,2788,2797,Punctuation,46
Closing Plaintiff Civil.docx,the Defense has Provided,Defense,Usage of British instead of American English spelling or vice-versa,defence,3050,3056,Syntax,44
Closing Plaintiff Civil.docx,The influence was exercised.,was exercised,Error in forming or applying the past simple tense,exercised,3321,3333,Grammar,19
Closing Plaintiff Civil.docx,Thus in this case it has been proved,Thus in,Missing comma,"Thus, in",3807,3813,Style,49
Closing Plaintiff Civil.docx,it will be further problematic,problematic,"Wrong adverb used, adverb used instead of adjective or vice-versa",problems,4023,4033,Syntax,23
Closing Plaintiff Civil.docx,further problems for the donee (doe,donee,A word was not spelled correctly,N/A,4043,4047,Syntax,31
Closing Plaintiff Civil.docx,further problems for the donee(doe,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,4048,4048,Grammar,40
Closing Plaintiff Civil.docx,has stated between the two cases ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,4211,4212,Grammar,40
Closing Plaintiff Civil.docx,"Your honor, the elements of undue influence have been justly proven",honor,Usage of British instead of American English spelling or vice-versa,honour,4220,4224,Syntax,44
Closing Plaintiff Civil.docx,the defense had the capacity to influence the complainant,defense,Usage of British instead of American English spelling or vice-versa,defence,4327,4333,Syntax,44
Closing Plaintiff Civil.docx,The defense had most certainly had,defense,Usage of British instead of American English spelling or vice-versa,defence,4389,4395,Syntax,44
Closing Plaintiff Civil.docx,The influence was exercised.,was exercised,Error in forming or applying the past simple tense,exercised,4621,4633,Grammar,19
Closing Plaintiff Civil.docx,had heavily pressured to signing a new will which Hannah Gellar had been unaware of,to,Wrong preposition,into,4830,4831,Grammar,29
Closing Plaintiff Civil.docx,"Winter v Chricton(1991), Hannah Gellar",(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,5049,5049,Grammar,40
Closing Plaintiff Civil.docx,the defendant Jordan talbert should be found,talbert,A proper or common noun is not capitalized,Talbert,5908,5914,Spelling,2
closing staement (1).docx,indefinitely that we have strongly satisfied the court with the evidence it has presented,indefinitely,"Wrong adverb used, adverb used instead of adjective or vice-versa",indefinite,51,62,Syntax,23
closing staement (1).docx,withholding to police,police,Omission of the definite article,the police,710,715,Syntax,13
closing staement (1).docx,N/A,liability criminal,Missing comma,"liability, criminal",1073,1090,Style,49
closing staement (1).docx,the passenger seat as to create the,as,No preposition needed,,1617,1618,Other,32
closing staement (1).docx,"the fabrication of his friend, Kai Nguyen being",being,Mismatch between the plurality of the verb and the subject,is,1672,1676,Grammar,21
closing staement (1).docx,pulling over momentarily then illegally drove off quickly to get away with his crime,momentarily then,Missing comma,"momentarily, then",1880,1895,Style,49
closing staement (1).docx,he attempted to flea in hope to avoid the circumstances that he deserves,flea,Confusion between words which sound similar or have a similar spelling,flee,2085,2088,Punctuation,46
closing staement (1).docx,the defendant Quinn Cleever had been,Cleever,A word was not spelled correctly,Cleaver,2193,2199,Syntax,31
closing staement (1).docx,"of the offense,",offense,Usage of British instead of American English spelling or vice-versa,offence,2714,2720,Syntax,44
closing staement (1).docx,N/A,however it,Missing comma,"however, it",2723,2732,Style,49
closing staement (1).docx,((MOLLOY VS. MCDONALD (1939)),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2838,2838,Grammar,40
closing staement (1).docx,(MOLLOY VS MCDONALD (1939)),VS,A word was not spelled correctly,VS.,2846,2847,Syntax,31
closing staement (1).docx,witness(police,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2913,2913,Grammar,40
closing staement (1).docx,(R v Whitby (1957)),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,3245,3245,Grammar,40
closing staement (1).docx,(R v Whitby(1957)),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,3256,3256,Grammar,40
closing staement (1).docx,alcohol and/ or any other drugs,and/ or,"Missing or superfluous space before or after period, comma and other punctuation marks",and/or,3460,3466,Grammar,40
closing staement (1).docx,N/A,on,Wrong preposition,of,3615,3616,Grammar,29
closing staement (1).docx,", Mr Quinn CLeever had been seen",CLeever,A word was not spelled correctly,Cleaver,3875,3881,Syntax,31
closing staement (1).docx,had been registered to his name,to,Wrong preposition,in,3969,3970,Grammar,29
closing staement (1).docx,Quinn Cleever had been,Cleever,A word was not spelled correctly,Cleaver,4032,4038,Syntax,31
closing staement (1).docx,2013 ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,4913,4914,Grammar,40
closing staement (1).docx,the police officers professional opinion on the defendant being under the influence of alcohol,officers professional,Missing comma,"officers, professional",5141,5161,Style,49
closing staement (1).docx,, .,"Missing or superfluous space before or after period, comma and other punctuation marks",. ,5290,5291,Grammar,40
closing staement (1).docx,as Constable North Bryce,Constable North,Missing comma,"Constable, North",5368,5382,Style,49
closing staement (1).docx,"Cleever ,an"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",", ",5444,5445,Grammar,40
closing staement (1).docx,, .,"Missing or superfluous space before or after period, comma and other punctuation marks",. ,5515,5516,Grammar,40
closing staement (1).docx,registered to the Quinn Cleevers name,to,Wrong preposition,in,5843,5844,Grammar,29
closing staement (1).docx,in Quinn Cleevers name,Quinn Cleevers name,Omission of the definite article,the Quinn Cleevers name,5846,5864,Syntax,13
closing staement (1).docx,N/A,Constable North,Missing comma,"Constable, North",5867,5881,Style,49
closing staement (2).docx,indefinitely that we have strongly satisfied the court with the evidence it has presented,indefinitely,"Wrong adverb used, adverb used instead of adjective or vice-versa",indefinite,51,62,Syntax,23
closing staement (2).docx,withholding to police,police,Omission of the definite article,the police,710,715,Syntax,13
closing staement (2).docx,N/A,liability criminal,Missing comma,"liability, criminal",1073,1090,Style,49
closing staement (2).docx,the passenger seat as to create the,as,No preposition needed,,1617,1618,Other,32
closing staement (2).docx,"the fabrication of his friend, Kai Nguyen being",being,Mismatch between the plurality of the verb and the subject,is,1672,1676,Grammar,21
closing staement (2).docx,pulling over momentarily then illegally drove off quickly to get away with his crime,momentarily then,Missing comma,"momentarily, then",1880,1895,Style,49
closing staement (2).docx,he attempted to flea in hope to avoid the circumstances that he deserves,flea,Confusion between words which sound similar or have a similar spelling,flee,2085,2088,Punctuation,46
closing staement (2).docx,the defendant Quinn Cleever had been,Cleever,A word was not spelled correctly,Cleaver,2193,2199,Syntax,31
closing staement (2).docx,"of the offense,",offense,Usage of British instead of American English spelling or vice-versa,offence,2714,2720,Syntax,44
closing staement (2).docx,N/A,however it,Missing comma,"however, it",2723,2732,Style,49
closing staement (2).docx,((MOLLOY VS. MCDONALD (1939)),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2838,2838,Grammar,40
closing staement (2).docx,(MOLLOY VS MCDONALD (1939)),VS,A word was not spelled correctly,VS.,2846,2847,Syntax,31
closing staement (2).docx,witness(police,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2913,2913,Grammar,40
closing staement (2).docx,(R v Whitby (1957)),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,3245,3245,Grammar,40
closing staement (2).docx,(R v Whitby(1957)),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,3256,3256,Grammar,40
closing staement (2).docx,alcohol and/ or any other drugs,and/ or,"Missing or superfluous space before or after period, comma and other punctuation marks",and/or,3460,3466,Grammar,40
closing staement (2).docx,N/A,on,Wrong preposition,of,3615,3616,Grammar,29
closing staement (2).docx,", Mr Quinn CLeever had been seen",CLeever,A word was not spelled correctly,Cleaver,3875,3881,Syntax,31
closing staement (2).docx,had been registered to his name,to,Wrong preposition,in,3969,3970,Grammar,29
closing staement (2).docx,Quinn Cleever had been,Cleever,A word was not spelled correctly,Cleaver,4032,4038,Syntax,31
closing staement (2).docx,2013 ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,4913,4914,Grammar,40
closing staement (2).docx,Constable North Bryce stated,Constable North,Missing comma,"Constable, North",5987,6001,Style,49
closing staement (2).docx,had clear vision of Mr Cleever driving also further enforces weight,clear vision,"Confusion between ""a""/""an"" or omission of an indefinite article",a clear vision,6028,6039,Syntax,12
closing staement (2).docx,,.,A word was not spelled correctly,. ,7557,7557,Grammar,40
closing staement (2).docx,,.,A word was not spelled correctly,. ,7782,7782,Grammar,40
closing staement copy.docx,indefinitely that we have strongly satisfied the court with the evidence it has presented,indefinitely,"Wrong adverb used, adverb used instead of adjective or vice-versa",indefinite,51,62,Syntax,23
closing staement copy.docx,withholding to police,police,Omission of the definite article,the police,710,715,Syntax,13
closing staement copy.docx,N/A,liability criminal,Missing comma,"liability, criminal",1073,1090,Style,49
closing staement copy.docx,the passenger seat as to create the,as,No preposition needed,,1617,1618,Other,32
closing staement copy.docx,"the fabrication of his friend, Kai Nguyen being",being,Mismatch between the plurality of the verb and the subject,is,1672,1676,Grammar,21
closing staement copy.docx,pulling over momentarily then illegally drove off quickly to get away with his crime,momentarily then,Missing comma,"momentarily, then",1880,1895,Style,49
closing staement copy.docx,he attempted to flea in hope to avoid the circumstances that he deserves,flea,Confusion between words which sound similar or have a similar spelling,flee,2085,2088,Punctuation,46
closing staement copy.docx,the defendant Quinn Cleever had been,Cleever,A word was not spelled correctly,Cleaver,2193,2199,Syntax,31
closing staement copy.docx,"of the offense,",offense,Usage of British instead of American English spelling or vice-versa,offence,2714,2720,Syntax,44
closing staement copy.docx,N/A,however it,Missing comma,"however, it",2723,2732,Style,49
closing staement copy.docx,((MOLLOY VS. MCDONALD (1939)),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2838,2838,Grammar,40
closing staement copy.docx,(MOLLOY VS MCDONALD (1939)),VS,A word was not spelled correctly,VS.,2846,2847,Syntax,31
closing staement copy.docx,witness(police,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,2913,2913,Grammar,40
closing staement copy.docx,(R v Whitby (1957)),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,3245,3245,Grammar,40
closing staement copy.docx,(R v Whitby(1957)),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,3256,3256,Grammar,40
closing staement copy.docx,alcohol and/ or any other drugs,and/ or,"Missing or superfluous space before or after period, comma and other punctuation marks",and/or,3460,3466,Grammar,40
